CMP_ID,SAMPLE_DS,NUM_MAPPED_READS,MIN_VCOV,MAX_VCOV,COV,H_COV,NOTE,PERC_IUPAC,PERC_NS,CONSENSUS_LENGTH
raw456,13528998,1557893,0,154,80.52,0.989174,mapping on GCF_000438605.1,0.001,1.143,2988880
